Region,Date,Cases
NUSA TENGGARA BARAT,Sep-2017,20
NUSA TENGGARA TIMUR,Sep-2017,0
PAPUA,Sep-2017,3
PAPUA BARAT,Sep-2017,41
RIAU,Sep-2017,98
SULAWESI BARAT,Sep-2017,2
SULAWESI SELATA,Sep-2017,76
SULAWESI TENGAH,Sep-2017,96
SULAWESI TENGGARA,Sep-2017,58
SULAWESI UTARA,Sep-2017,42
SUMATERA BARAT,Sep-2017,151
SUMATERA SELATA,Sep-2017,110
SUMATERA UTARA,Sep-2017,427
,,
ACEH,Aug-2017,102
BABEL,Aug-2017,17
BALI,Aug-2017,183
BANTEN,Aug-2017,64
BENGKULU,Aug-2017,44
D.I YOGYA,Aug-2017,49
DKI JAKARTA,Aug-2017,131
GORONTALO,Aug-2017,26
JAMBI,Aug-2017,29
JAWA BARAT,Aug-2017,464
JAWA TENGAH,Aug-2017,464
JAWA TIMUR,Aug-2017,334
KALIMANTAN BARAT,Aug-2017,191
KALIMANTAN SELATA,Aug-2017,30
KALIMANTAN TENGAH,Aug-2017,56
KALIMANTAN TIMUR,Aug-2017,115
KALIMANTAN UTARA,Aug-2017,19
KEPULAUAN RIAU,Aug-2017,63
LAMPUNG,Aug-2017,141
MALUKU,Aug-2017,1
MALUKU UTARA,Aug-2017,3
NUSA TENGGARA BARAT,Aug-2017,23
NUSA TENGGARA TIMUR,Aug-2017,0
PAPUA,Aug-2017,4
PAPUA BARAT,Aug-2017,18
RIAU,Aug-2017,97
SULAWESI BARAT,Aug-2017,5
SULAWESI SELATA,Aug-2017,87
SULAWESI TENGAH,Aug-2017,85
SULAWESI TENGGARA,Aug-2017,89
SULAWESI UTARA,Aug-2017,34
SUMATERA BARAT,Aug-2017,140
SUMATERA SELATA,Aug-2017,103
SUMATERA UTARA,Aug-2017,407
,,
ACEH,Jul-2017,122
BABEL,Jul-2017,10
BALI,Jul-2017,195
BANTEN,Jul-2017,87
BENGKULU,Jul-2017,27
D.I YOGYA,Jul-2017,43
DKI JAKARTA,Jul-2017,160
GORONTALO,Jul-2017,20
JAMBI,Jul-2017,29
JAWA BARAT,Jul-2017,531
JAWA TENGAH,Jul-2017,482
JAWA TIMUR,Jul-2017,317
KALIMANTAN BARAT,Jul-2017,191
KALIMANTAN SELATA,Jul-2017,21
KALIMANTAN TENGAH,Jul-2017,40
KALIMANTAN TIMUR,Jul-2017,128
KALIMANTAN UTARA,Jul-2017,22
KEPULAUAN RIAU,Jul-2017,64
LAMPUNG,Jul-2017,175
MALUKU,Jul-2017,6
MALUKU UTARA,Jul-2017,4
NUSA TENGGARA BARAT,Jul-2017,33
NUSA TENGGARA TIMUR,Jul-2017,2
PAPUA,Jul-2017,99
PAPUA BARAT,Jul-2017,6
RIAU,Jul-2017,104
SULAWESI BARAT,Jul-2017,8
SULAWESI SELATA,Jul-2017,133
SULAWESI TENGAH,Jul-2017,57
SULAWESI TENGGARA,Jul-2017,36
SULAWESI UTARA,Jul-2017,35
SUMATERA BARAT,Jul-2017,177
SUMATERA SELATA,Jul-2017,76
SUMATERA UTARA,Jul-2017,396
,,
ACEH,Jun-2017,112
BABEL,Jun-2017,10
BALI,Jun-2017,333
BANTEN,Jun-2017,71
BENGKULU,Jun-2017,35
D.I YOGYA,Jun-2017,86
DKI JAKARTA,Jun-2017,187
GORONTALO,Jun-2017,16
JAMBI,Jun-2017,24
JAWA BARAT,Jun-2017,729
JAWA TENGAH,Jun-2017,481
JAWA TIMUR,Jun-2017,384
KALIMANTAN BARAT,Jun-2017,212
KALIMANTAN SELATA,Jun-2017,17
KALIMANTAN TENGAH,Jun-2017,33
KALIMANTAN TIMUR,Jun-2017,154
KALIMANTAN UTARA,Jun-2017,16
KEPULAUAN RIAU,Jun-2017,75
LAMPUNG,Jun-2017,132
MALUKU,Jun-2017,4
MALUKU UTARA,Jun-2017,5
NUSA TENGGARA BARAT,Jun-2017,53
NUSA TENGGARA TIMUR,Jun-2017,3
PAPUA,Jun-2017,10
PAPUA BARAT,Jun-2017,7
RIAU,Jun-2017,77
SULAWESI BARAT,Jun-2017,11
SULAWESI SELATA,Jun-2017,135
SULAWESI TENGAH,Jun-2017,36
SULAWESI TENGGARA,Jun-2017,65
SULAWESI UTARA,Jun-2017,33
SUMATERA BARAT,Jun-2017,158
SUMATERA SELATA,Jun-2017,59
SUMATERA UTARA,Jun-2017,427
,,
ACEH,May-2017,206
BABEL,May-2017,20
BALI,May-2017,499
BANTEN,May-2017,123
BENGKULU,May-2017,58
D.I YOGYA,May-2017,119
DKI JAKARTA,May-2017,373
GORONTALO,May-2017,27
JAMBI,May-2017,48
JAWA BARAT,May-2017,854
JAWA TENGAH,May-2017,504
JAWA TIMUR,May-2017,504
KALIMANTAN BARAT,May-2017,187
KALIMANTAN SELATA,May-2017,42
KALIMANTAN TENGAH,May-2017,76
KALIMANTAN TIMUR,May-2017,237
KALIMANTAN UTARA,May-2017,24
KEPULAUAN RIAU,May-2017,98
LAMPUNG,May-2017,178
MALUKU,May-2017,19
MALUKU UTARA,May-2017,1
NUSA TENGGARA BARAT,May-2017,88
NUSA TENGGARA TIMUR,May-2017,6
PAPUA,May-2017,25
PAPUA BARAT,May-2017,0
RIAU,May-2017,128
SULAWESI BARAT,May-2017,8
SULAWESI SELATA,May-2017,96
SULAWESI TENGAH,May-2017,39
SULAWESI TENGGARA,May-2017,81
SULAWESI UTARA,May-2017,25
SUMATERA BARAT,May-2017,189
SUMATERA SELATA,May-2017,116
SUMATERA UTARA,May-2017,429
,,
ACEH,Apr-2017,203
BABEL,Apr-2017,11
BALI,Apr-2017,485
BANTEN,Apr-2017,99
BENGKULU,Apr-2017,55
D.I YOGYA,Apr-2017,141
DKI JAKARTA,Apr-2017,367
GORONTALO,Apr-2017,58
JAMBI,Apr-2017,26
JAWA BARAT,Apr-2017,857
JAWA TENGAH,Apr-2017,662
JAWA TIMUR,Apr-2017,681
KALIMANTAN BARAT,Apr-2017,191
KALIMANTAN SELATA,Apr-2017,32
KALIMANTAN TENGAH,Apr-2017,55
KALIMANTAN TIMUR,Apr-2017,210
KALIMANTAN UTARA,Apr-2017,44
KEPULAUAN RIAU,Apr-2017,53
LAMPUNG,Apr-2017,192
MALUKU,Apr-2017,9
MALUKU UTARA,Apr-2017,4
NUSA TENGGARA BARAT,Apr-2017,103
NUSA TENGGARA TIMUR,Apr-2017,10
PAPUA,Apr-2017,13
PAPUA BARAT,Apr-2017,20
RIAU,Apr-2017,197
SULAWESI BARAT,Apr-2017,3
SULAWESI SELATA,Apr-2017,112
SULAWESI TENGAH,Apr-2017,77
SULAWESI TENGGARA,Apr-2017,85
SULAWESI UTARA,Apr-2017,58
SUMATERA BARAT,Apr-2017,234
SUMATERA SELATA,Apr-2017,118
SUMATERA UTARA,Apr-2017,423
,,
ACEH,Mar-2017,371
BABEL,Mar-2017,15
BALI,Mar-2017,766
BANTEN,Mar-2017,169
BENGKULU,Mar-2017,43
D.I YOGYA,Mar-2017,233
DKI JAKARTA,Mar-2017,464
GORONTALO,Mar-2017,69
JAMBI,Mar-2017,63
JAWA BARAT,Mar-2017,914
JAWA TENGAH,Mar-2017,773
JAWA TIMUR,Mar-2017,924
KALIMANTAN BARAT,Mar-2017,127
KALIMANTAN SELATA,Mar-2017,73
KALIMANTAN TENGAH,Mar-2017,129
KALIMANTAN TIMUR,Mar-2017,236
KALIMANTAN UTARA,Mar-2017,43
KEPULAUAN RIAU,Mar-2017,39
LAMPUNG,Mar-2017,500
MALUKU,Mar-2017,20
MALUKU UTARA,Mar-2017,6
NUSA TENGGARA BARAT,Mar-2017,265
NUSA TENGGARA TIMUR,Mar-2017,29
PAPUA,Mar-2017,18
PAPUA BARAT,Mar-2017,6
RIAU,Mar-2017,208
SULAWESI BARAT,Mar-2017,6
SULAWESI SELATA,Mar-2017,186
SULAWESI TENGAH,Mar-2017,83
SULAWESI TENGGARA,Mar-2017,138
SULAWESI UTARA,Mar-2017,71
SUMATERA BARAT,Mar-2017,280
SUMATERA SELATA,Mar-2017,120
SUMATERA UTARA,Mar-2017,483
,,
ACEH,Feb-2017,481
BABEL,Feb-2017,27
BALI,Feb-2017,734
BANTEN,Feb-2017,188
BENGKULU,Feb-2017,66
D.I YOGYA,Feb-2017,261
DKI JAKARTA,Feb-2017,357
GORONTALO,Feb-2017,86
JAMBI,Feb-2017,52
JAWA BARAT,Feb-2017,895
JAWA TENGAH,Feb-2017,907
JAWA TIMUR,Feb-2017,"1,187"
KALIMANTAN BARAT,Feb-2017,106
KALIMANTAN SELATA,Feb-2017,41
KALIMANTAN TENGAH,Feb-2017,77
KALIMANTAN TIMUR,Feb-2017,265
KALIMANTAN UTARA,Feb-2017,18
KEPULAUAN RIAU,Feb-2017,47
LAMPUNG,Feb-2017,432
MALUKU,Feb-2017,18
MALUKU UTARA,Feb-2017,2
NUSA TENGGARA BARAT,Feb-2017,311
NUSA TENGGARA TIMUR,Feb-2017,52
PAPUA,Feb-2017,35
PAPUA BARAT,Feb-2017,3
RIAU,Feb-2017,458
SULAWESI BARAT,Feb-2017,15
SULAWESI SELATA,Feb-2017,257
SULAWESI TENGAH,Feb-2017,81
SULAWESI TENGGARA,Feb-2017,103
SULAWESI UTARA,Feb-2017,90
SUMATERA BARAT,Feb-2017,269
SUMATERA SELATA,Feb-2017,134
SUMATERA UTARA,Feb-2017,613
,,
ACEH,Jan-2017,508
BABEL,Jan-2017,17
BALI,Jan-2017,809
BANTEN,Jan-2017,187
BENGKULU,Jan-2017,107
D.I YOGYA,Jan-2017,547
DKI JAKARTA,Jan-2017,665
GORONTALO,Jan-2017,52
JAMBI,Jan-2017,83
JAWA BARAT,Jan-2017,"2,564"
JAWA TENGAH,Jan-2017,"1,404"
JAWA TIMUR,Jan-2017,"1,682"
KALIMANTAN BARAT,Jan-2017,151
KALIMANTAN SELATA,Jan-2017,63
KALIMANTAN TENGAH,Jan-2017,87
KALIMANTAN TIMUR,Jan-2017,448
KALIMANTAN UTARA,Jan-2017,20
KEPULAUAN RIAU,Jan-2017,104
LAMPUNG,Jan-2017,487
MALUKU,Jan-2017,14
MALUKU UTARA,Jan-2017,2
NUSA TENGGARA BARAT,Jan-2017,495
NUSA TENGGARA TIMUR,Jan-2017,85
PAPUA,Jan-2017,24
PAPUA BARAT,Jan-2017,13
RIAU,Jan-2017,303
SULAWESI BARAT,Jan-2017,40
SULAWESI SELATA,Jan-2017,291
SULAWESI TENGAH,Jan-2017,91
SULAWESI TENGGARA,Jan-2017,72
SULAWESI UTARA,Jan-2017,114
SUMATERA BARAT,Jan-2017,303
SUMATERA SELATA,Jan-2017,165
SUMATERA UTARA,Jan-2017,678
,,
ACEH,Dec-2016,245
BABEL,Dec-2016,12
BALI,Dec-2016,919
BANTEN,Dec-2016,110
BENGKULU,Dec-2016,77
D.I YOGYA,Dec-2016,259
DKI JAKARTA,Dec-2016,877
GORONTALO,Dec-2016,23
JAMBI,Dec-2016,28
JAWA BARAT,Dec-2016,773
JAWA TENGAH,Dec-2016,426
JAWA TIMUR,Dec-2016,"1,135"
KALIMANTAN BARAT,Dec-2016,0
KALIMANTAN SELATA,Dec-2016,22
KALIMANTAN TENGAH,Dec-2016,22
KALIMANTAN TIMUR,Dec-2016,282
KALIMANTAN UTARA,Dec-2016,30
KEPULAUAN RIAU,Dec-2016,17
LAMPUNG,Dec-2016,0
MALUKU,Dec-2016,3
MALUKU UTARA,Dec-2016,2
NUSA TENGGARA BARAT,Dec-2016,0
NUSA TENGGARA TIMUR,Dec-2016,0
PAPUA,Dec-2016,0
PAPUA BARAT,Dec-2016,0
RIAU,Dec-2016,187
SULAWESI BARAT,Dec-2016,43
SULAWESI SELATA,Dec-2016,229
SULAWESI TENGAH,Dec-2016,60
SULAWESI TENGGARA,Dec-2016,96
SULAWESI UTARA,Dec-2016,0
SUMATERA BARAT,Dec-2016,185
SUMATERA SELATA,Dec-2016,68
SUMATERA UTARA,Dec-2016,603
,,
ACEH,Nov-2016,315
BABEL,Nov-2016,5
BALI,Nov-2016,"1,038"
BANTEN,Nov-2016,188
BENGKULU,Nov-2016,71
D.I YOGYA,Nov-2016,525
DKI JAKARTA,Nov-2016,"1,153"
GORONTALO,Nov-2016,33
JAMBI,Nov-2016,31
JAWA BARAT,Nov-2016,"1,007"
JAWA TENGAH,Nov-2016,458
JAWA TIMUR,Nov-2016,"1,251"
KALIMANTAN BARAT,Nov-2016,0
KALIMANTAN SELATA,Nov-2016,21
KALIMANTAN TENGAH,Nov-2016,51
KALIMANTAN TIMUR,Nov-2016,365
KALIMANTAN UTARA,Nov-2016,57
KEPULAUAN RIAU,Nov-2016,94
LAMPUNG,Nov-2016,127
MALUKU,Nov-2016,10
MALUKU UTARA,Nov-2016,3
NUSA TENGGARA BARAT,Nov-2016,0
NUSA TENGGARA TIMUR,Nov-2016,0
PAPUA,Nov-2016,2
PAPUA BARAT,Nov-2016,0
RIAU,Nov-2016,351
SULAWESI BARAT,Nov-2016,33
SULAWESI SELATA,Nov-2016,182
SULAWESI TENGAH,Nov-2016,71
SULAWESI TENGGARA,Nov-2016,63
SULAWESI UTARA,Nov-2016,48
SUMATERA BARAT,Nov-2016,204
SUMATERA SELATA,Nov-2016,117
SUMATERA UTARA,Nov-2016,795
,,
ACEH,Oct-2016,318
BABEL,Oct-2016,3
BALI,Oct-2016,"1,014"
BANTEN,Oct-2016,193
BENGKULU,Oct-2016,80
D.I YOGYA,Oct-2016,454
DKI JAKARTA,Oct-2016,"1,036"
GORONTALO,Oct-2016,12
JAMBI,Oct-2016,58
JAWA BARAT,Oct-2016,"1,385"
JAWA TENGAH,Oct-2016,567
JAWA TIMUR,Oct-2016,"1,115"
KALIMANTAN BARAT,Oct-2016,0
KALIMANTAN SELATA,Oct-2016,15
KALIMANTAN TENGAH,Oct-2016,59
KALIMANTAN TIMUR,Oct-2016,429
KALIMANTAN UTARA,Oct-2016,56
KEPULAUAN RIAU,Oct-2016,138
LAMPUNG,Oct-2016,69
MALUKU,Oct-2016,7
MALUKU UTARA,Oct-2016,7
NUSA TENGGARA BARAT,Oct-2016,0
NUSA TENGGARA TIMUR,Oct-2016,0
PAPUA,Oct-2016,2
PAPUA BARAT,Oct-2016,4
RIAU,Oct-2016,232
SULAWESI BARAT,Oct-2016,29
SULAWESI SELATA,Oct-2016,122
SULAWESI TENGAH,Oct-2016,81
SULAWESI TENGGARA,Oct-2016,25
SULAWESI UTARA,Oct-2016,82
SUMATERA BARAT,Oct-2016,176
SUMATERA SELATA,Oct-2016,91
SUMATERA UTARA,Oct-2016,996
,,
ACEH,Sep-2016,268
BABEL,Sep-2016,6
BALI,Sep-2016,"1,131"
BANTEN,Sep-2016,257
BENGKULU,Sep-2016,97
D.I YOGYA,Sep-2016,545
DKI JAKARTA,Sep-2016,"1,103"
GORONTALO,Sep-2016,8
JAMBI,Sep-2016,25
JAWA BARAT,Sep-2016,"1,650"
JAWA TENGAH,Sep-2016,348
JAWA TIMUR,Sep-2016,"1,146"
KALIMANTAN BARAT,Sep-2016,1
KALIMANTAN SELATA,Sep-2016,10
KALIMANTAN TENGAH,Sep-2016,29
KALIMANTAN TIMUR,Sep-2016,467
KALIMANTAN UTARA,Sep-2016,53
KEPULAUAN RIAU,Sep-2016,152
LAMPUNG,Sep-2016,132
MALUKU,Sep-2016,9
MALUKU UTARA,Sep-2016,8
NUSA TENGGARA BARAT,Sep-2016,72
NUSA TENGGARA TIMUR,Sep-2016,16
PAPUA,Sep-2016,11
PAPUA BARAT,Sep-2016,5
RIAU,Sep-2016,213
SULAWESI BARAT,Sep-2016,14
SULAWESI SELATA,Sep-2016,103
SULAWESI TENGAH,Sep-2016,87
SULAWESI TENGGARA,Sep-2016,55
SULAWESI UTARA,Sep-2016,77
SUMATERA BARAT,Sep-2016,181
SUMATERA SELATA,Sep-2016,99
SUMATERA UTARA,Sep-2016,899
,,
ACEH,Aug-2016,327
BABEL,Aug-2016,9
BALI,Aug-2016,"1,654"
BANTEN,Aug-2016,301
BENGKULU,Aug-2016,83
D.I YOGYA,Aug-2016,584
DKI JAKARTA,Aug-2016,"1,233"
GORONTALO,Aug-2016,6
JAMBI,Aug-2016,38
JAWA BARAT,Aug-2016,"2,274"
JAWA TENGAH,Aug-2016,593
JAWA TIMUR,Aug-2016,"1,265"
KALIMANTAN BARAT,Aug-2016,10
KALIMANTAN SELATA,Aug-2016,5
KALIMANTAN TENGAH,Aug-2016,30
KALIMANTAN TIMUR,Aug-2016,741
KALIMANTAN UTARA,Aug-2016,56
KEPULAUAN RIAU,Aug-2016,132
LAMPUNG,Aug-2016,88
MALUKU,Aug-2016,7
MALUKU UTARA,Aug-2016,28
NUSA TENGGARA BARAT,Aug-2016,136
NUSA TENGGARA TIMUR,Aug-2016,40
PAPUA,Aug-2016,4
PAPUA BARAT,Aug-2016,1
RIAU,Aug-2016,192
SULAWESI BARAT,Aug-2016,49
SULAWESI SELATA,Aug-2016,145
SULAWESI TENGAH,Aug-2016,88
SULAWESI TENGGARA,Aug-2016,37
SULAWESI UTARA,Aug-2016,101
SUMATERA BARAT,Aug-2016,162
SUMATERA SELATA,Aug-2016,106
SUMATERA UTARA,Aug-2016,817
,,
ACEH,Jul-2016,236
BABEL,Jul-2016,12
BALI,Jul-2016,"1,761"
BANTEN,Jul-2016,276
BENGKULU,Jul-2016,58
D.I YOGYA,Jul-2016,479
DKI JAKARTA,Jul-2016,"1,184"
GORONTALO,Jul-2016,29
JAMBI,Jul-2016,22
JAWA BARAT,Jul-2016,"2,924"
JAWA TENGAH,Jul-2016,901
JAWA TIMUR,Jul-2016,"1,346"
KALIMANTAN BARAT,Jul-2016,12
KALIMANTAN SELATA,Jul-2016,11
KALIMANTAN TENGAH,Jul-2016,37
KALIMANTAN TIMUR,Jul-2016,614
KALIMANTAN UTARA,Jul-2016,71
KEPULAUAN RIAU,Jul-2016,91
LAMPUNG,Jul-2016,133
MALUKU,Jul-2016,14
MALUKU UTARA,Jul-2016,24
NUSA TENGGARA BARAT,Jul-2016,187
NUSA TENGGARA TIMUR,Jul-2016,40
PAPUA,Jul-2016,12
PAPUA BARAT,Jul-2016,0
RIAU,Jul-2016,198
SULAWESI BARAT,Jul-2016,42
SULAWESI SELATA,Jul-2016,163
SULAWESI TENGAH,Jul-2016,100
SULAWESI TENGGARA,Jul-2016,39
SULAWESI UTARA,Jul-2016,164
SUMATERA BARAT,Jul-2016,186
SUMATERA SELATA,Jul-2016,107
SUMATERA UTARA,Jul-2016,532
,,
ACEH,Jun-2016,144
BABEL,Jun-2016,11
BALI,Jun-2016,"2,254"
BANTEN,Jun-2016,429
BENGKULU,Jun-2016,76
D.I YOGYA,Jun-2016,613
DKI JAKARTA,Jun-2016,"1,606"
GORONTALO,Jun-2016,10
JAMBI,Jun-2016,24
JAWA BARAT,Jun-2016,"3,741"
JAWA TENGAH,Jun-2016,"1,044"
JAWA TIMUR,Jun-2016,"1,523"
KALIMANTAN BARAT,Jun-2016,25
KALIMANTAN SELATA,Jun-2016,29
KALIMANTAN TENGAH,Jun-2016,63
KALIMANTAN TIMUR,Jun-2016,708
KALIMANTAN UTARA,Jun-2016,99
KEPULAUAN RIAU,Jun-2016,94
LAMPUNG,Jun-2016,300
MALUKU,Jun-2016,41
MALUKU UTARA,Jun-2016,14
NUSA TENGGARA BARAT,Jun-2016,145
NUSA TENGGARA TIMUR,Jun-2016,38
PAPUA,Jun-2016,217
PAPUA BARAT,Jun-2016,1
RIAU,Jun-2016,200
SULAWESI BARAT,Jun-2016,131
SULAWESI SELATA,Jun-2016,275
SULAWESI TENGAH,Jun-2016,108
SULAWESI TENGGARA,Jun-2016,81
SULAWESI UTARA,Jun-2016,199
SUMATERA BARAT,Jun-2016,191
SUMATERA SELATA,Jun-2016,109
SUMATERA UTARA,Jun-2016,640
,,
ACEH,May-2016,128
BABEL,May-2016,17
BALI,May-2016,"3,019"
BANTEN,May-2016,510
BENGKULU,May-2016,93
D.I YOGYA,May-2016,594
DKI JAKARTA,May-2016,"2,162"
GORONTALO,May-2016,36
JAMBI,May-2016,42
JAWA BARAT,May-2016,"4,013"
JAWA TENGAH,May-2016,"1,587"
JAWA TIMUR,May-2016,"2,278"
KALIMANTAN BARAT,May-2016,40
KALIMANTAN SELATA,May-2016,90
KALIMANTAN TENGAH,May-2016,82
KALIMANTAN TIMUR,May-2016,983
KALIMANTAN UTARA,May-2016,125
KEPULAUAN RIAU,May-2016,108
LAMPUNG,May-2016,213
MALUKU,May-2016,46
MALUKU UTARA,May-2016,30
NUSA TENGGARA BARAT,May-2016,222
NUSA TENGGARA TIMUR,May-2016,91
PAPUA,May-2016,175
PAPUA BARAT,May-2016,4
RIAU,May-2016,268
SULAWESI BARAT,May-2016,70
SULAWESI SELATA,May-2016,405
SULAWESI TENGAH,May-2016,171
SULAWESI TENGGARA,May-2016,191
SULAWESI UTARA,May-2016,181
SUMATERA BARAT,May-2016,336
SUMATERA SELATA,May-2016,190
SUMATERA UTARA,May-2016,575
,,
ACEH,Apr-2016,149
BABEL,Apr-2016,33
BALI,Apr-2016,"3,414"
BANTEN,Apr-2016,756
BENGKULU,Apr-2016,141
D.I YOGYA,Apr-2016,538
DKI JAKARTA,Apr-2016,"3,781"
GORONTALO,Apr-2016,47
JAMBI,Apr-2016,101
JAWA BARAT,Apr-2016,"4,226"
JAWA TENGAH,Apr-2016,"1,996"
JAWA TIMUR,Apr-2016,"2,578"
KALIMANTAN BARAT,Apr-2016,82
KALIMANTAN SELATA,Apr-2016,127
KALIMANTAN TENGAH,Apr-2016,149
KALIMANTAN TIMUR,Apr-2016,"1,099"
KALIMANTAN UTARA,Apr-2016,130
KEPULAUAN RIAU,Apr-2016,145
LAMPUNG,Apr-2016,432
MALUKU,Apr-2016,69
MALUKU UTARA,Apr-2016,48
NUSA TENGGARA BARAT,Apr-2016,387
NUSA TENGGARA TIMUR,Apr-2016,193
PAPUA,Apr-2016,232
PAPUA BARAT,Apr-2016,13
RIAU,Apr-2016,349
SULAWESI BARAT,Apr-2016,94
SULAWESI SELATA,Apr-2016,545
SULAWESI TENGAH,Apr-2016,237
SULAWESI TENGGARA,Apr-2016,520
SULAWESI UTARA,Apr-2016,189
SUMATERA BARAT,Apr-2016,420
SUMATERA SELATA,Apr-2016,353
SUMATERA UTARA,Apr-2016,666
,,
ACEH,Mar-2016,135
BABEL,Mar-2016,66
BALI,Mar-2016,"2,831"
BANTEN,Mar-2016,842
BENGKULU,Mar-2016,203
D.I YOGYA,Mar-2016,577
DKI JAKARTA,Mar-2016,"3,089"
GORONTALO,Mar-2016,77
JAMBI,Mar-2016,185
JAWA BARAT,Mar-2016,"4,659"
JAWA TENGAH,Mar-2016,"1,897"
JAWA TIMUR,Mar-2016,"3,370"
KALIMANTAN BARAT,Mar-2016,90
KALIMANTAN SELATA,Mar-2016,520
KALIMANTAN TENGAH,Mar-2016,163
KALIMANTAN TIMUR,Mar-2016,"1,307"
KALIMANTAN UTARA,Mar-2016,104
KEPULAUAN RIAU,Mar-2016,251
LAMPUNG,Mar-2016,864
MALUKU,Mar-2016,41
MALUKU UTARA,Mar-2016,25
NUSA TENGGARA BARAT,Mar-2016,538
NUSA TENGGARA TIMUR,Mar-2016,317
PAPUA,Mar-2016,132
PAPUA BARAT,Mar-2016,30
RIAU,Mar-2016,458
SULAWESI BARAT,Mar-2016,51
SULAWESI SELATA,Mar-2016,"1,014"
SULAWESI TENGAH,Mar-2016,333
SULAWESI TENGGARA,Mar-2016,899
SULAWESI UTARA,Mar-2016,304
SUMATERA BARAT,Mar-2016,481
SUMATERA SELATA,Mar-2016,501
SUMATERA UTARA,Mar-2016,651
